Mês,Código SH4,Descrição SH4,2025 - Valor US$ FOB,2024 - Valor US$ FOB,2023 - Valor US$ FOB,2022 - Valor US$ FOB,2021 - Valor US$ FOB,2020 - Valor US$ FOB,2019 - Valor US$ FOB,2018 - Valor US$ FOB,2017 - Valor US$ FOB,2016 - Valor US$ FOB,2015 - Valor US$ FOB,2014 - Valor US$ FOB,2013 - Valor US$ FOB,2012 - Valor US$ FOB,2011 - Valor US$ FOB,2010 - Valor US$ FOB,2009 - Valor US$ FOB,2008 - Valor US$ FOB,2007 - Valor US$ FOB,2006 - Valor US$ FOB,2005 - Valor US$ FOB,2004 - Valor US$ FOB,2003 - Valor US$ FOB,2002 - Valor US$ FOB,2001 - Valor US$ FOB,2000 - Valor US$ FOB,1999 - Valor US$ FOB,1998 - Valor US$ FOB,1997 - Valor US$ FOB
06. Junho,1302,"Sucos e extractos vegetais; matérias pécticas, pectinatos e pectatos; ágar-ágar e outros produtos mucilaginosos e espessantes derivados dos vegetais, mesmo modificados",0,0,0,0,0,0,0,0,0,0,0,0,64030,20295,0,0,396139,0,0,0,2540,14268,0,0,0,0,0,0,0
07. Julho,7505,"Barras, perfis e fios, de níquel",0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07. Julho,6309,"Artefatos de matérias têxteis, calçados, chapéus e artefatos de uso semelhante, usados",0,0,0,0,0,0,0,0,0,0,0,0,8000,350,2631,48,0,0,0,0,141608,0,0,0,0,1802,0,0,0
07. Julho,5909,"Mangueiras e tubos semelhantes, de matérias têxteis, mesmo com reforço ou acessórios de outras matérias",0,0,0,0,0,0,0,0,0,0,0,0,680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08. Agosto,8548,"Desperdícios e resíduos de pilhas, de baterias de pilhas e de acumuladores, elétricos; pilhas, baterias de pilhas e acumuladores, elétricos, inservíveis; partes elétricas de máquinas e aparelhos, não especificadas nem compreendidas em outras posições d",0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,563
08. Agosto,7607,"Folhas e tiras, delgadas, de alumínio (mesmo impressas ou com suporte de papel, cartão, plástico ou semelhantes), de espessura não superior a 0,2 mm (excluído o suporte)",0,0,0,0,0,0,0,0,0,0,0,0,1498,23717,0,2088,0,0,0,17346,0,0,0,0,0,0,0,0,0
08. Agosto,7113,"Artefactos de joalharia e suas partes, de metais preciosos ou de metais folheados ou chapeados de metais preciosos",0,0,0,0,0,0,0,0,0,0,0,0,8408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08. Agosto,6914,Outras obras de cerâmica,0,0,0,0,0,0,0,0,0,0,0,0,92,17,34,0,0,0,0,0,0,0,0,0,0,0,0,0,228
08. Agosto,5301,"Linho em bruto ou trabalhado, mas não fiado; estopas e desperdícios de linho (incluídos os desperdícios de fios e fiapos)",0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,113,0,0,0,266,37,0,0,0,0,0,0,0,0
08. Agosto,3907,"Poliacetais, outros poliéteres e resinas epóxidas, em formas primárias; policarbonatos, resinas alquídicas, poliésteres alílicos e outros poliésteres, em formas primárias",0,0,0,0,0,0,0,0,0,0,0,0,2508,70325,0,44991,3195,10066,3770,11884,809,0,750,0,66154,0,0,0,0
08. Agosto,3906,"Polímeros acrílicos, em formas primárias",0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,2703,0,0,0,0,0,255
08. Agosto,2929,Compostos de outras funções azotadas (nitrogenadas),0,0,0,0,0,0,0,0,0,0,0,0,795,0,0,0,0,3586,584,1284,182,0,342,0,130,0,0,0,0
08. Agosto,2713,"Coque de petróleo, betume de petróleo e outros resíduos dos óleos de petróleo ou de minerais betuminosos",0,0,0,0,0,0,0,0,0,0,0,0,2443,0,0,8268,0,0,0,1149,0,0,0,0,0,0,0,0,0
08. Agosto,2502,Piritas de ferro não ustuladas,0,0,0,0,0,0,0,0,0,0,0,0,1248,0,0,0,0,0,0,560,0,0,0,0,0,0,0,0,0
09. Setembro,8506,"Pilhas e baterias de pilhas, elétricas",0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,222,0,0,0,1,0,0,0,0,0,0
09. Setembro,8478,"Máquinas e aparelhos, para preparar ou transformar tabaco, não especificados nem compreendidos em outras posições deste capítulo",0,0,0,0,0,0,0,0,0,0,0,0,345906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09. Setembro,7505,"Barras, perfis e fios, de níquel",0,0,0,0,0,0,0,0,0,0,0,0,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09. Setembro,7301,"Estacas-pranchas de ferro ou aço, mesmo perfuradas ou feitas com elementos montados; perfis obtidos por soldadura, de ferro ou aço",0,0,0,0,0,0,0,0,0,0,0,0,1970,0,0,81,0,0,13375,0,0,16307,0,0,0,0,0,0,0
09. Setembro,7005,"Vidro « flotado » e vidro desbastado ou polido numa ou em ambas as faces, em chapas ou em folhas, mesmo de camada absorvente, reflectora ou não, mas sem qualquer outro trabalho",0,0,0,0,0,0,0,0,0,0,0,0,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09. Setembro,6807,Obras de asfalto ou de produtos semelhantes (por exemplo: breu ou pez),0,0,0,0,0,0,0,0,0,0,0,0,680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09. Setembro,5909,"Mangueiras e tubos semelhantes, de matérias têxteis, mesmo com reforço ou acessórios de outras matérias",0,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09. Setembro,3906,"Polímeros acrílicos, em formas primárias",0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,13818,17928,0,0,5407,2703,0,0,0,0,0
09. Setembro,2915,"Ácidos monocarboxílicos acíclicos saturados e seus anidridos, halogenetos, peróxidos e peroxiácidos; seus derivados halogenados, sulfonados, nitrados ou nitrosados",0,0,0,0,0,0,0,0,0,0,0,0,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10. Outubro,9016,"Balanças sensíveis a pesos >= 5 cg, com ou sem pesos",0,0,0,0,0,0,0,0,0,0,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10. Outubro,9015,"Instrumentos e aparelhos de geodesia, topografia, agrimensura, nivelamento, fotogrametria, hidrografia, oceanografia, hidrologia, meteorologia ou de geofísica, exceto bússolas; telémetros",0,0,0,0,0,0,0,0,0,0,0,0,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10. Outubro,8506,"Pilhas e baterias de pilhas, elétricas",0,0,0,0,0,0,0,0,0,0,0,0,278,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0
10. Outubro,8478,"Máquinas e aparelhos, para preparar ou transformar tabaco, não especificados nem compreendidos em outras posições deste capítulo",0,0,0,0,0,0,0,0,0,0,0,0,1264709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10. Outubro,8456,"Máquinas-ferramentas para trabalhar quaisquer matérias por desbaste, operando por laser ou por outro feixe de luz ou de fotões, por ultra-som, electro-erosão, processos electroquímicos, por feixes de electrões, feixes iónicos ou por jacto de plasma",0,0,0,0,0,0,0,0,0,0,0,0,31792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10. Outubro,8402,"Caldeiras de vapor (geradores de vapor), excluídas as caldeiras para aquecimento central concebidas para produção de água quente e vapor de baixa pressão; caldeiras denominadas « de água sobreaquecida »",0,0,0,0,0,0,0,0,0,0,0,0,5709,0,12444,0,0,698137,0,0,0,0,0,0,0,0,0,4237,0
10. Outubro,8210,"Aparelhos mecânicos de acionamento manual, pesando <= 10 kg, utilizados para preparar, acondicionar ou servir alimentos ou bebidas",0,0,0,0,0,0,0,0,0,0,0,0,19200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10. Outubro,7612,"Reservatórios, barris, tambores, latas, caixas e recipientes semelhantes (incluídos os recipientes tubulares, rígidos ou flexíveis) para quaisquer matérias (exceto gases comprimidos ou liquefeitos), de alumínio, de capacidade não superior a 300 litros, s",0,0,0,0,0,0,0,0,0,0,0,0,12987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10. Outubro,7222,Barras e perfis de aço inoxidável,0,0,0,0,0,0,0,0,0,0,0,0,1133,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
10. Outubro,7212,"Produtos laminados planos de ferro ou aço não ligado, de largura inferior a 600 mm, folheados ou chapeados, ou revestidos",0,0,0,0,0,0,0,0,0,0,0,0,52,1035,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0
10. Outubro,7008,Vidros isolantes de paredes múltiplas,0,0,0,0,0,0,0,0,0,0,0,0,7814,0,0,2043,0,2359,485,1458,1952,0,0,0,0,0,0,0,0
10. Outubro,6201,"Sobretudos, japonas, gabões, capas, anoraques, blusões e semelhantes, de uso masculino, exceto os artefactos da posição 6203",0,0,0,0,0,0,0,0,0,0,0,0,1117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10. Outubro,4412,"Madeira contraplacada ou compensada, madeira folheada, e madeiras estratificadas semelhantes",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,77,0,277,33,0,0,525,0,0,77,0,0,0
10. Outubro,3911,"Resinas de petróleo, resinas de cumarona-indeno, politerpenos, polissulfuretos, polissulfonas e outros produtos mencionados na Nota 3 do presente capítulo, não especificados nem compreendidos em outras posições, em formas primárias",0,0,0,0,0,0,0,0,0,0,0,0,18088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10. Outubro,3816,"Cimentos, argamassas, concretos e composições semelhantes, refratários",0,0,0,0,0,0,0,0,0,0,0,0,14870,14760,0,0,0,7890,11453,0,0,0,0,3911,0,0,0,0,0
10. Outubro,2505,"Areias naturais de qualquer espécie, mesmo coradas, exceto areias metalíferas do Capítulo 26",0,0,0,0,0,0,0,0,0,0,0,0,3177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10. Outubro,2401,Tabaco não manufacturado; desperdícios de tabaco,0,0,0,0,0,0,0,0,0,0,0,0,3388110,1998064,7674405,17940502,10830502,18770841,25273011,15906293,0,0,0,0,0,0,0,0,0
11. Novembro,8803,Partes dos veículos e aparelhos das posições 8801 ou 8802,0,0,0,0,0,0,0,0,0,0,0,0,28950,0,0,0,0,0,1273,0,0,0,0,0,0,0,0,0,0
11. Novembro,8478,"Máquinas e aparelhos, para preparar ou transformar tabaco, não especificados nem compreendidos em outras posições deste capítulo",0,0,0,0,0,0,0,0,0,0,0,0,522530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11. Novembro,7613,"Recipientes p/gases comprimidos/liquefeitos, de alumínio",0,0,0,0,0,0,0,0,0,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11. Novembro,7319,"Agulhas de costura, agulhas de tricô, agulhas-passadoras, agulhas de croché, furadores para bordar e artefactos semelhantes, para uso manual, de ferro ou aço; alfinetes de segurança e outros alfinetes, de ferro ou aço, não especificados nem compreendidos",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,1530,4080,2244
11. Novembro,5909,"Mangueiras e tubos semelhantes, de matérias têxteis, mesmo com reforço ou acessórios de outras matérias",0,0,0,0,0,0,0,0,0,0,0,0,4767,0,0,0,0,0,0,311,0,0,0,0,0,0,0,0,0
11. Novembro,5907,"Outros tecidos impregnados, revestidos ou recobertos; telas pintadas para cenários teatrais, para fundos de estúdio ou para usos semelhantes",0,0,0,0,0,0,0,0,0,0,0,0,570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11. Novembro,2929,Compostos de outras funções azotadas (nitrogenadas),0,0,0,0,0,0,0,0,0,0,0,0,2670,2097,0,689,0,0,0,364,175,157,0,0,0,95,0,0,0
11. Novembro,2401,Tabaco não manufacturado; desperdícios de tabaco,0,0,0,0,0,0,0,0,0,0,0,0,2335932,6048351,6141034,5425419,3789032,6771215,11030131,8556950,0,0,0,0,0,0,0,0,0
12. Dezembro,9014,"Bússolas, incluídas as agulhas de marear; outros instrumentos e aparelhos de navegação",0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12. Dezembro,8703,"Automóveis de passageiros e outros veículos automóveis principalmente concebidos para o transporte de pessoas (exceto os da posição 8702), incluídos os veículos de uso misto (station wagons) e os automóveis de corrida",0,0,0,0,0,0,0,0,0,0,0,0,47401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12. Dezembro,7610,"Construções e suas partes (por exemplo: pontes e elementos de pontes, torres, pórticos ou pilonos, pilares, colunas, armações, estruturas para telhados, portas e janelas, e seus caixilhos, alizares e soleiras, balaustradas), de alumínio, exceto as constr",0,0,0,0,0,0,0,0,0,0,0,0,1843,0,0,0,278,0,7159,15420,3573,23646,0,0,0,0,93,0,0
12. Dezembro,7505,"Barras, perfis e fios, de níquel",0,0,0,0,0,0,0,0,0,0,0,0,2360,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0
12. Dezembro,7008,Vidros isolantes de paredes múltiplas,0,0,0,0,0,0,0,0,0,0,0,0,225,0,0,10406,0,955,760,24527,0,0,864,0,0,0,0,0,0
12. Dezembro,7003,"Vidro vazado ou laminado, em chapas, folhas ou perfis, mesmo com camada absorvente, reflectora ou não, mas sem qualquer outro trabalho",0,0,0,0,0,0,0,0,0,0,0,0,308,0,406,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12. Dezembro,4419,Artefatos de madeira para mesa ou cozinha,0,0,0,0,0,0,0,0,0,0,0,0,274,753,0,0,465,0,4222,2558,509,0,0,0,0,0,0,0,0
12. Dezembro,4411,"Painéis de fibras de madeira ou de outras matérias lenhosas, mesmo aglomeradas com resinas ou com outros aglutinantes orgânicos",0,0,0,0,0,0,0,0,0,0,0,0,228,0,274,0,0,0,0,0,0,0,0,0,0,0,0,0,36
12. Dezembro,3911,"Resinas de petróleo, resinas de cumarona-indeno, politerpenos, polissulfuretos, polissulfonas e outros produtos mencionados na Nota 3 do presente capítulo, não especificados nem compreendidos em outras posições, em formas primárias",0,0,0,0,0,0,0,0,0,0,0,0,21357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01. Janeiro,9002,"Lentes, prismas, espelhos e outros elementos de óptica, de qualquer matéria, montados, para instrumentos e aparelhos, exceto os de vidro não trabalhado opticamente",0,0,0,0,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01. Janeiro,8507,"Acumuladores elétricos e seus separadores, mesmo de forma quadrada ou rectangular",0,0,0,0,0,0,0,0,0,0,0,6404,0,0,20,0,0,0,0,0,0,0,0,641,0,0,0,0,1172
01. Janeiro,8461,"Máquinas-ferramentas para aplainar, plainas-limadoras, máquinas-ferramentas para escatelar, mandrilar, cortar ou acabar engrenagens, serrar, seccionar e outras máquinas-ferramentas que operem por eliminação de metal ou de ceramais (cermets), não especific",0,0,0,0,0,0,0,0,0,0,0,3279,5662,0,0,0,2295,0,83,0,0,0,0,0,0,0,352,0,0
01. Janeiro,7806,Outras obras de chumbo,0,0,0,0,0,0,0,0,0,0,0,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01. Janeiro,7117,Bijutarias,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,175,0,0,0,0,0
01. Janeiro,7008,Vidros isolantes de paredes múltiplas,0,0,0,0,0,0,0,0,0,0,0,4897,0,0,200,0,0,0,6439,1308,0,0,0,0,0,0,0,0,0
01. Janeiro,6913,"Estatuetas e outros objectos de ornamentação, de cerâmica",0,0,0,0,0,0,0,0,0,0,0,11090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01. Janeiro,6403,"Calçado com sola exterior de borracha, plástico, couro natural ou reconstituído e parte superior de couro natural",0,0,0,0,0,0,0,0,0,0,0,9404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01. Janeiro,6215,"Gravatas, laços e plastrões",0,0,0,0,0,0,0,0,0,0,0,2869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01. Janeiro,6213,Lenços de assoar e de bolso,0,0,0,0,0,0,0,0,0,0,0,1661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01. Janeiro,4201,"Artigos de seleiro ou de correeiro para animais, de quaisquer matérias",0,0,0,0,0,0,0,0,0,0,0,1031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01. Janeiro,3212,"Pigmentos (incluídos os pós e flocos metálicos) dispersos em meios não aquosos, no estado líquido ou pastoso, dos tipos utilizados na fabricação de tintas; folhas para marcar a ferro; tinturas e outras matérias corantes apresentadas em formas próprias ou",0,0,0,0,0,0,0,0,0,0,0,141,0,0,0,0,1308,324,0,1090,1635,179,0,288,0,0,0,128,1103
01. Janeiro,3208,"Tintas e vernizes, à base de polímeros sintéticos ou de polímeros naturais modificados, dispersos ou dissolvidos em meio não aquoso; soluções definidas na Nota 4 do presente capítulo",0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,15289,0,0,223,0,0,0,0,0,0,0,0
01. Janeiro,2401,Tabaco não manufacturado; desperdícios de tabaco,0,0,0,0,0,0,0,0,0,0,0,1743458,2477955,2433402,4366446,11477558,22199846,13551428,6042709,0,0,0,0,0,0,0,0,0,0
01. Janeiro,1404,Produtos vegetais não especificados nem compreendidos noutras posições,0,0,0,0,0,0,0,0,0,0,0,9026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01. Janeiro,1302,"Sucos e extractos vegetais; matérias pécticas, pectinatos e pectatos; ágar-ágar e outros produtos mucilaginosos e espessantes derivados dos vegetais, mesmo modificados",0,0,0,0,0,0,0,0,0,0,0,16569,33566,0,0,0,19332,0,0,0,0,5288,0,0,0,0,0,0,0
02. Fevereiro,9106,"Aparelhos de controlo do tempo e contadores de tempo, de mecanismo de relojoaria ou motor síncrono (por exemplo: relógios de ponto, relógios datadores, contadores de horas)",0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,256,0,43,148,0,0,0,0,0,0,0,0,0,0
02. Fevereiro,8502,"Grupos electrogéneos e conversores rotativos, elétricos",0,0,0,0,0,0,0,0,0,0,0,2152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3604
02. Fevereiro,7212,"Produtos laminados planos de ferro ou aço não ligado, de largura inferior a 600 mm, folheados ou chapeados, ou revestidos",0,0,0,0,0,0,0,0,0,0,0,38,0,657,157,0,1255,1500,6046,0,0,0,0,0,0,0,0,0,0
02. Fevereiro,7202,Ferro-ligas,0,0,0,0,0,0,0,0,0,0,0,37800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02. Fevereiro,7013,"Objectos de vidro para serviço de mesa, cozinha, toucador, escritório, ornamentação de interiores ou usos semelhantes, exceto os das posições 7010 ou 7018",0,0,0,0,0,0,0,0,0,0,0,760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02. Fevereiro,6913,"Estatuetas e outros objectos de ornamentação, de cerâmica",0,0,0,0,0,0,0,0,0,0,0,83095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02. Fevereiro,6111,"Vestuário e seus acessórios, de malha, para bebés",0,0,0,0,0,0,0,0,0,0,0,2479,0,0,0,0,0,70,0,325,0,1433,579,0,923,0,0,0,0
02. Fevereiro,6105,"Camisas de malha, de uso masculino",0,0,0,0,0,0,0,0,0,0,0,1355,0,0,0,0,0,0,0,327,0,0,0,119916,0,0,0,0,0
02. Fevereiro,2202,"Águas, incluídas as águas minerais e as águas gaseificadas, adicionadas de açúcar ou de outros edulcorantes ou aromatizadas e outras bebidas não alcoólicas, exceto sumos de frutas ou de produtos hortícolas, da posição 2009",0,0,0,0,0,0,0,0,0,0,0,771,0,0,0,0,0,0,0,0,0,0,981,0,0,0,0,0,0
02. Fevereiro,2009,"Sumos de frutas (incluídos os mostos de uvas) ou de produtos hortícolas, não fermentados, sem adição de álcool, com ou sem adição de açúcar ou de outros edulcorantes",0,0,0,0,0,0,0,0,0,0,0,4670,0,0,1781,0,10224,0,0,9059,0,0,8310,0,0,0,0,0,0
02. Fevereiro,2008,"Frutas e outras partes comestíveis de plantas, preparadas ou conservadas de outro modo, com ou sem adição de açúcar ou de outros edulcorantes ou de álcool, não especificadas nem compreendidas noutras posições",0,0,0,0,0,0,0,0,0,0,0,4144,0,0,0,0,0,0,0,0,0,0,7880,0,0,0,0,0,0
02. Fevereiro,1904,"Produtos à base de cereais, obtidos por expansão ou por torrefacção [por exemplo: flocos de milho (corn flakes)]; cereais (exceto milho) em grãos ou sob a forma de flocos ou de outros grãos trabalhados (com excepção da farinha, do grumo e da sêmola), pré",0,0,0,0,0,0,0,0,0,0,0,444,0,0,0,0,0,878,0,0,0,0,0,0,0,0,0,0,0
02. Fevereiro,1703,Melaços resultantes da extracção ou refinação do açúcar,0,0,0,0,0,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02. Fevereiro,1108,Amidos e féculas; inulina,0,0,0,0,0,0,0,0,0,0,0,4120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02. Fevereiro,1102,"Farinhas de cereais, exceto de trigo ou de mistura de trigo com centeio",0,0,0,0,0,0,0,0,0,0,0,2900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02. Fevereiro,0903,Mate,0,0,0,0,0,0,0,0,0,0,0,3606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02. Fevereiro,0712,"Produtos hortícolas secos, mesmo cortados em pedaços ou fatias, ou ainda triturados ou em pó, mas sem qualquer outro preparo",0,0,0,0,0,0,0,0,0,0,0,877,0,0,0,0,0,0,0,0,0,0,2604,47603,0,0,0,0,0
03. Março,9617,"Garrafas térmicas e outros recipientes isotérmicos montados, com isolamento produzido pelo vácuo, e suas partes (exceto ampolas de vidro)",0,0,0,0,0,0,0,0,0,0,0,3651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03. Março,6502,"Esboços de chapéus, entrançados ou obtidos por reunião de tiras de qualquer matéria, sem copa nem aba enformadas e sem guarnições, de palha fina (manila, panamá e semelhantes)",0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03. Março,2401,Tabaco não manufacturado; desperdícios de tabaco,0,0,0,0,0,0,0,0,0,0,0,462991,3330976,2786804,4510301,11010253,15388421,7897477,8882749,5456052,0,0,0,0,0,0,0,0,0
03. Março,2101,"Extractos, essências e concentrados de café, chá ou de mate e preparações à base destes produtos ou à base de café, chá ou de mate; chicória torrada e outros sucedâneos torrados do café e respectivos extractos, essências e concentrados",0,0,0,0,0,0,0,0,0,0,0,2506,0,0,0,63079,101039,0,0,0,0,0,0,0,0,0,0,0,0
03. Março,1302,"Sucos e extractos vegetais; matérias pécticas, pectinatos e pectatos; ágar-ágar e outros produtos mucilaginosos e espessantes derivados dos vegetais, mesmo modificados",0,0,0,0,0,0,0,0,0,0,0,6834,0,20251,1539,30754,27068,0,0,0,0,0,0,0,0,0,0,0,0
03. Março,1108,Amidos e féculas; inulina,0,0,0,0,0,0,0,0,0,0,0,3444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03. Março,1106,"Farinhas, sêmolas e pós, de legumes de vagem secos da posição 0713, de sagu ou das raízes ou tubérculos da posição 0714 e dos produtos do Capítulo 8",0,0,0,0,0,0,0,0,0,0,0,2324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03. Março,1104,"Grãos de cereais trabalhados de outro modo (por exemplo: descascados, pelados, esmagados, em flocos, em pérolas, cortados ou partidos), com exclusão do arroz da posição 1006; germes de cereais, inteiros, esmagados, em flocos ou moídos",0,0,0,0,0,0,0,0,0,0,0,3355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03. Março,1103,"Grumos, sêmolas e pellets, de cereais",0,0,0,0,0,0,0,0,0,0,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03. Março,1102,"Farinhas de cereais, exceto de trigo ou de mistura de trigo com centeio",0,0,0,0,0,0,0,0,0,0,0,827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03. Março,0713,"Legumes de vagem, secos, em grão, mesmo pelados ou partidos",0,0,0,0,0,0,0,0,0,0,0,17098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04. Abril,9617,"Garrafas térmicas e outros recipientes isotérmicos montados, com isolamento produzido pelo vácuo, e suas partes (exceto ampolas de vidro)",0,0,0,0,0,0,0,0,0,0,0,6780,522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04. Abril,9406,Construções pré-fabricadas,0,0,0,0,0,0,0,0,0,0,0,1656,0,0,0,0,64809,0,0,0,0,0,0,0,0,0,0,0,0
04. Abril,7002,"Vidro em esferas (exceto as microsferas da posição 7018), barras, varetas e tubos, não trabalhado",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0
04. Abril,4403,"Madeira em bruto, mesmo descascada, desalburnada ou esquadriada",0,0,0,0,0,0,0,0,0,0,0,32470,0,0,262946,0,0,0,0,0,0,0,0,0,0,0,0,1383,0
04. Abril,2401,Tabaco não manufacturado; desperdícios de tabaco,0,0,0,0,0,0,0,0,0,0,0,21852,669342,16710735,16588587,38834126,9123127,26662218,31153361,24556206,0,0,0,0,0,0,0,0,0
05. Maio,7610,"Construções e suas partes (por exemplo: pontes e elementos de pontes, torres, pórticos ou pilonos, pilares, colunas, armações, estruturas para telhados, portas e janelas, e seus caixilhos, alizares e soleiras, balaustradas), de alumínio, exceto as constr",0,0,0,0,0,0,0,0,0,0,0,6585,0,0,97,1311,0,770,0,2420,1266,50279,0,0,0,89,0,0,0
05. Maio,7316,"Âncoras, fateixas, e suas partes, de ferro fundido, ferro ou aço",0,0,0,0,0,0,0,0,0,0,0,224843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05. Maio,6807,Obras de asfalto ou de produtos semelhantes (por exemplo: breu ou pez),0,0,0,0,0,0,0,0,0,0,0,1783,0,695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05. Maio,6305,"Sacos de quaisquer dimensões, para embalagem",0,0,0,0,0,0,0,0,0,0,0,550,0,0,0,4,66,0,119,0,25,0,0,0,0,0,0,0,0
05. Maio,3212,"Pigmentos (incluídos os pós e flocos metálicos) dispersos em meios não aquosos, no estado líquido ou pastoso, dos tipos utilizados na fabricação de tintas; folhas para marcar a ferro; tinturas e outras matérias corantes apresentadas em formas próprias ou",0,0,0,0,0,0,0,0,0,0,0,207,0,0,2231,375,67,0,1765,6675,657,3337,1233,205,0,85,86,1088,0
05. Maio,2401,Tabaco não manufacturado; desperdícios de tabaco,0,0,0,0,0,0,0,0,0,0,0,761687,38328379,37487472,27644554,67236369,83267761,45583470,27755503,31669965,0,0,0,0,0,0,0,0,0
05. Maio,1904,"Produtos à base de cereais, obtidos por expansão ou por torrefacção [por exemplo: flocos de milho (corn flakes)]; cereais (exceto milho) em grãos ou sob a forma de flocos ou de outros grãos trabalhados (com excepção da farinha, do grumo e da sêmola), pré",0,0,0,0,0,0,0,0,0,0,0,548,0,0,0,0,0,990,0,0,0,0,0,0,0,0,0,0,0
