Mês,Código SH4,Descrição SH4,Exportação - 2025 - Valor US$ FOB,Importação - 2025 - Valor US$ FOB,Exportação - 2024 - Valor US$ FOB,Importação - 2024 - Valor US$ FOB,Exportação - 2023 - Valor US$ FOB,Importação - 2023 - Valor US$ FOB,Exportação - 2022 - Valor US$ FOB,Importação - 2022 - Valor US$ FOB,Exportação - 2021 - Valor US$ FOB,Importação - 2021 - Valor US$ FOB,Exportação - 2020 - Valor US$ FOB,Importação - 2020 - Valor US$ FOB,Exportação - 2019 - Valor US$ FOB,Importação - 2019 - Valor US$ FOB,Exportação - 2018 - Valor US$ FOB,Importação - 2018 - Valor US$ FOB,Exportação - 2017 - Valor US$ FOB,Importação - 2017 - Valor US$ FOB,Exportação - 2016 - Valor US$ FOB,Importação - 2016 - Valor US$ FOB,Exportação - 2015 - Valor US$ FOB,Importação - 2015 - Valor US$ FOB,Exportação - 2014 - Valor US$ FOB,Importação - 2014 - Valor US$ FOB,Exportação - 2013 - Valor US$ FOB,Importação - 2013 - Valor US$ FOB,Exportação - 2012 - Valor US$ FOB,Importação - 2012 - Valor US$ FOB,Exportação - 2011 - Valor US$ FOB,Importação - 2011 - Valor US$ FOB,Exportação - 2010 - Valor US$ FOB,Importação - 2010 - Valor US$ FOB,Exportação - 2009 - Valor US$ FOB,Importação - 2009 - Valor US$ FOB,Exportação - 2008 - Valor US$ FOB,Importação - 2008 - Valor US$ FOB,Exportação - 2007 - Valor US$ FOB,Importação - 2007 - Valor US$ FOB,Exportação - 2006 - Valor US$ FOB,Importação - 2006 - Valor US$ FOB
11. Novembro,6003,"Tecidos de malha de largura não superior a 30 cm, exceto das posições 6001 e 6002",0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11. Novembro,5810,"Bordados em peça, em tiras ou em motivos para aplicar",0,0,0,0,0,149448,0,0,0,0,0,0,0,0,0,19532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11. Novembro,5804,"Tules, filó e tecidos de malhas com nós; rendas em peça, em tiras ou em motivos para aplicar, exceto os produtos das posições 6002 a 6006",0,0,0,0,0,21625,0,44662,0,0,0,75511,0,58889,0,153067,0,192823,0,0,0,0,0,31324,0,30458,0,120412,0,30046,0,0,0,0,0,0,0,0,0,0
11. Novembro,5404,"Monofilamentos sintéticos, com pelo menos 67 decitex e cuja maior dimensão da secção transversal não seja superior a 1 mm; lâminas e formas semelhantes (por exemplo: palha artificial) de matérias têxteis sintéticas, cuja largura aparente não seja superior",0,0,0,0,0,13718,0,0,0,48161,0,2774,0,27093,0,0,0,0,0,0,0,0,0,0,0,3216,0,0,0,0,0,0,0,4196,0,0,0,0,0,0
11. Novembro,5206,"Fios de algodão (exceto linhas para costurar), contendo menos de 85 %, em peso, de algodão, não acondicionados para venda a retalho",0,0,0,0,0,699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11. Novembro,4816,"Papel químico, papel autocopiativo e outros papéis para cópia ou duplicação (exceto da posição 4809), stencils completos e chapasoffset, de papel, mesmo acondicionados em caixas",0,0,0,0,0,6600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
11. Novembro,4814,Papel de parede e revestimentos de parede semelhantes; papel para vitrais,0,0,0,0,0,73455,0,295,0,23445,0,0,0,26716,0,36073,0,53193,0,38647,0,0,0,6386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11. Novembro,4810,"Papel e cartão revestidos de caulino ou de outras substâncias inorgânicas numa ou nas duas faces, com ou sem aglutinantes, sem qualquer outro revestimento, mesmo coloridos à superfície, decorados à superfície ou impressos, em rolos ou em folhas de forma q",0,0,0,0,0,27033,1000,0,0,7306,0,0,0,147960,0,187275,0,603982,0,400489,0,244647,0,33717,0,0,0,65721,0,30355,0,161709,1,0,2209,0,0,0,0,0
11. Novembro,4803,Papel para fabricação de papel higiênico ou de toucador e artigos semelhantes; pasta de celulose e mantas de fibras de celulose,0,0,0,0,0,837,0,0,0,1583,0,684,0,0,0,1367,0,0,0,2393,0,0,0,0,0,3088,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11. Novembro,4401,"Lenha em qualquer estado, madeira em estilhas ou em partículas; serradura, desperdícios e resíduos de madeira, mesmo aglomerados em bolas, briquetes, pellets ou em formas semelhantes",0,0,0,0,0,850,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,51891,0,60671,0,0,0,0,0,0,0,0,0,0
11. Novembro,4203,"Vestuário e seus acessórios, de couro natural ou reconstituído",0,0,0,0,0,27469,0,0,0,0,36,7675,156,0,0,0,6,0,0,0,0,733,0,2767,0,0,0,19317,0,40053,0,5946,0,183,0,0,529,0,0,0
11. Novembro,4013,Câmaras-de-ar de borracha,0,0,0,0,0,9861,0,6985,0,29846,0,4590,0,55634,0,216781,0,264091,0,325999,0,0,0,1653,0,0,0,0,0,0,0,40309,0,0,0,0,0,0,0,146
11. Novembro,4012,"Pneumáticos recauchutados ou usados, de borracha; protectores, bandas de rodagem para pneumáticos e flaps, de borracha",0,0,0,0,0,204985,0,2232,0,9949,0,2064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11. Novembro,3827,"Misturas que contenham derivados halogenados do metano, do etano ou do propano, não especificadas nem compreendidas noutras posições",0,0,0,0,0,37107,0,3771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11. Novembro,3812,"Preparações denominadas « aceleradores de vulcanização »; plastificantes compostos para borracha ou plástico, não especificados nem compreendidos em outras posições; preparações antioxidantes e outros estabilizadores compostos, para borracha ou plástico",0,0,0,0,0,37990,0,14022,0,57017,4845,38129,0,36602,0,35793,0,36172,0,22855,0,3830,0,0,0,84456,0,62838,0,0,0,13765,0,16853,0,23095,0,129,0,0
11. Novembro,3802,"Carvões activados; matérias minerais naturais activadas; negros de origem animal, incluído o negro animal esgotado",0,0,0,0,0,3552,0,0,0,0,0,0,0,0,55,0,0,0,0,2475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11. Novembro,3504,Peptonas e seus derivados; outras matérias protéicas e seus derivados; pó de peles,0,0,0,0,0,14750,0,32520,0,6489,0,2824,0,8985,0,0,0,16041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11. Novembro,3303,Perfumes (extratos) e águas-de-colônia,0,0,0,0,0,73170,0,0,0,0,0,0,0,11427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11. Novembro,3102,"Adubos (fertilizantes) minerais ou químicos, azotados",0,0,0,0,0,82989,0,21538,0,9150,0,0,0,60576,0,0,0,152657,0,71699,0,21249,0,22131,0,29704,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11. Novembro,3005,"Pastas (ouates), gazes, ataduras e artigos análogos (por exemplo: pensos, esparadrapos, sinapismos), impregnados ou recobertos de substâncias farmacêuticas ou acondicionados para venda a retalho para usos medicinais, cirúrgicos, dentários ou veterinários",0,0,0,0,0,26103,0,2562,0,584,0,277,0,925,0,4556,0,11080,0,0,0,0,0,0,0,9828,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11. Novembro,3002,"Sangue humano; sangue animal preparado para usos terapêuticos, profilácticos ou de diagnóstico; anti-soros, outras fracções do sangue, produtos imunológicos modificados, mesmo obtidos por via biotecnológica; vacinas, toxinas, culturas de microrganismos (e",0,0,0,0,0,1460095,0,1898084,0,1159249,0,1128888,0,1549113,0,1846331,0,1276968,0,1067528,0,994180,0,3047607,0,3293920,0,4656874,0,4109173,0,4748391,0,2274003,0,0,0,0,0,0
11. Novembro,2924,Compostos de função carboxiamida; compostos de função amida do ácido carbónico,0,0,0,0,0,88082,0,4755,0,442217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56512,0,0,0,0,0,0
11. Novembro,2812,Halogenetos e oxialogenetos dos elementos não metálicos,0,0,0,0,0,86461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50245,0,33296,0,44259,0,0,0,0,0,0,0,0
11. Novembro,2615,"Minérios de nióbio, tântalo, vanádio ou de zircónio, e seus concentrados",0,0,0,0,0,96602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11. Novembro,2606,Minérios de alumínio e seus concentrados,0,0,0,0,0,154105,0,0,0,0,0,8742,0,0,0,0,0,0,0,0,0,0,0,0,0,28780,0,17870,0,0,0,59598,0,0,0,0,0,0,0,0
11. Novembro,2513,"Pedra-pomes; esmeril; corindo natural, granada natural e outros abrasivos naturais, mesmo tratados termicamente",0,0,0,0,0,802,0,0,0,0,0,0,0,11654,0,28619,0,13095,0,0,0,0,0,23272,0,0,0,0,0,0,0,0,0,59410,0,54,0,0,0,0
11. Novembro,2508,"Outras argilas (exceto argilas expandidas da posição 6806), andaluzite, cianite, silimanite, mesmo calcinadas; mulita; barro cozido em pó (terra de chamotte) e terra de dinas",0,0,0,0,0,19086,0,0,0,0,0,146406,0,152660,0,332589,0,410302,0,235339,0,289984,0,387390,0,333104,0,258598,0,385136,0,285644,0,264505,0,286698,0,295435,0,81887
11. Novembro,2207,"Álcool etílico não desnaturado, com um teor alcoólico em volume igual ou superior a 80 % vol; álcool etílico e aguardentes, desnaturados, com qualquer teor alcoólico",0,0,0,0,0,11,0,886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11. Novembro,2002,"Tomates preparados ou conservados, exceto em vinagre ou em ácido acético",0,0,0,0,0,26110,0,23315,0,0,0,29549,0,0,0,0,0,0,0,0,0,0,0,0,0,47427,0,20955,0,0,0,0,0,0,0,0,0,0,0,0
11. Novembro,1902,"Massas alimentícias, mesmo cozidas ou recheadas (de carne ou de outras substâncias) ou preparadas de outro modo, tais como esparguete, macarrão, aletria, lasanha, nhoque, raviole e canelone; cuscuz, mesmo preparado",0,0,0,0,0,135480,23601,7387,0,0,0,0,8230,0,3640,0,0,0,0,0,0,0,0,0,0,38453,0,38405,0,21929,0,0,0,0,0,0,0,0,0,0
11. Novembro,1601,"Enchidos e produtos semelhantes, de carne, de miudezas ou de sangue; preparações alimentícias à base de tais produtos",0,0,0,0,0,14235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11. Novembro,1210,"Cones de lúpulo, frescos ou secos, mesmo triturados ou moídos ou em pellets; lupulina",0,0,0,0,0,197097,1039,0,0,182884,0,242917,409,299821,0,181958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11. Novembro,0910,"Gengibre, açafrão, curcuma, tomilho, louro, caril e outras especiarias",0,0,0,0,0,43849,61839,0,0,0,0,4453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11. Novembro,0904,"Pimenta (do género Piper); pimentos dos géneros Capsicum ou Pimenta, secos ou triturados ou em pó",0,0,0,0,0,17600,0,152513,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12. Dezembro,9618,"Manequins e artigos semelhantes; autômatos e cenas animadas, para vitrines e mostruários",0,0,0,0,0,3673,0,2583,0,3808,0,0,0,0,0,47442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12. Dezembro,9610,"Lousas e quadros para escrever ou desenhar, mesmo emoldurados",0,0,0,0,0,14276,0,6050,0,1586,0,32105,0,10945,0,0,0,151,0,0,0,622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12. Dezembro,9606,"Botões, incluídos os de pressão; formas e outras partes, de botões ou de botões de pressão; esboços de botões",0,0,0,0,0,299,0,0,0,11,0,0,0,0,0,0,0,0,0,35752,0,0,0,50,0,176,0,0,0,13430,0,0,0,0,0,0,0,0,0,0
12. Dezembro,9306,"Bombas, granadas, torpedos, minas, mísseis, cartuchos e outras munições e projécteis, e suas partes, incluídos os zagalotes, chumbos de caça e buchas para cartuchos",0,0,0,0,0,25881,0,0,0,0,0,0,0,0,0,5208,0,3208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476
12. Dezembro,9302,Outros revólveres e pistolas,0,0,0,0,0,62716,0,379,0,115500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12. Dezembro,9011,"Microscópios ópticos, incluídos os microscópios para fotomicrografia, cinefotomicrografia ou microprojecção",0,0,0,0,0,89,0,0,0,4857,0,507,0,0,0,0,0,0,0,1584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12. Dezembro,8715,"Carrinhos e veículos semelhantes para transporte de crianças, e suas partes",0,0,0,0,0,96610,0,0,0,214868,0,279789,0,121855,0,15993,0,21095,0,51571,0,84916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12. Dezembro,8522,Partes e acessórios reconhecíveis como sendo exclusiva ou principalmente destinados aos aparelhos das posições 8519 a 8521,0,0,0,0,0,131,0,0,0,0,0,470,0,0,0,1578,0,0,0,7002,337,11528,0,25926,0,13407,0,6254,0,62076,0,82499,0,21385,0,27218,0,81813,1365,36226
12. Dezembro,8476,"Máquinas automáticas de venda de produtos (por exemplo: selos, cigarros, alimentos ou bebidas), incluídas as máquinas de trocar dinheiro",0,0,0,0,0,55065,0,40167,0,50142,0,37665,15000,0,843,11828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,940
12. Dezembro,8455,Laminadores de metais e seus cilindros,0,0,0,0,0,6296,0,64793,0,15205,1353,15754,0,82070,0,30408,0,745,260,57354,0,40724,0,25161,0,8733,0,0,0,0,0,0,0,0,0,0,0,3860,0,0
12. Dezembro,8449,"Máquinas e aparelhos para fabricação ou acabamento de feltro ou de falsos tecidos, inclusive chapéus de feltro; formas para chapéus e artefatos de uso semelhantes",0,0,0,0,0,5071,0,0,0,0,0,0,0,0,0,0,0,0,2255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12. Dezembro,8445,"Máquinas para preparação de matérias têxteis; máquinas para fiação, dobragem ou torção de matérias têxteis e outras máquinas e aparelhos para fabricação de fios têxteis; máquinas de bobinar (incluídas as bobinadeiras de trama) ou de dobar matérias têxteis",0,0,0,0,0,1333155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219230,0,0,0,89041,0,0,0,0,0,42829,0,0,0,0,0,0
12. Dezembro,8432,"Máquinas e aparelhos de uso agrícola, hortícola ou florestal, para preparação ou trabalho do solo ou para cultura; rolos para relvados ou para campos de desporto",0,0,0,0,0,160,0,10920,2000,0,2104,0,21883,0,2913,0,0,0,0,0,0,0,0,0,0,0,0,12850,0,0,0,0,0,0,0,0,0,0,0,0
12. Dezembro,8430,"Outras máquinas e aparelhos de terraplanagem, nivelamento, raspagem, escavação, compactação, extracção ou perfuração da terra, de minerais ou minérios; bate-estacas e arranca-estacas; limpa-neves",0,0,0,0,0,187567,0,0,0,0,0,0,0,0,0,52150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12. Dezembro,8408,"Motores de pistão, de ignição por compressão (motores diesel ou semi-diesel)",0,0,0,0,0,29678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7920,0,0,0,0,0,418,0,0,0,0,0,45900,0,0,0,0,0,0,0
12. Dezembro,8112,"Berílio, crómio, germânio, vanádio, gálio, háfnio (céltio), índio, nióbio (colômbio), rénio e tálio, e suas obras, incluídos os desperdícios, resíduos e sucata",0,0,0,0,0,35693,0,104250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12. Dezembro,8104,"Magnésio e suas obras, incluídos os desperdícios, resíduos e sucata",0,0,0,0,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12. Dezembro,8101,"Tungsténio (volfrâmio) e suas obras, incluídos os desperdícios, resíduos e sucata",0,0,0,0,0,48188,0,4480,0,7006,0,8007,0,42085,0,19779,0,3100,0,13542,0,7303,0,6320,0,11675,0,0,0,12477,0,30102,0,27699,0,27060,0,59648,0,28642
12. Dezembro,7507,"Tubos e seus acessórios [por exemplo: uniões, cotovelos, mangas (luvas)], de níquel",0,0,0,0,0,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12. Dezembro,7502,Níquel em formas brutas,0,0,0,0,0,449535,0,1769788,0,0,0,0,0,824149,0,0,0,293998,0,283557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12. Dezembro,7224,"Outras ligas de aço, em lingotes ou outras formas primárias; produtos semimanufacturados, de outras ligas de aço",0,0,0,0,0,30650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12. Dezembro,7212,"Produtos laminados planos de ferro ou aço não ligado, de largura inferior a 600 mm, folheados ou chapeados, ou revestidos",0,0,0,0,0,4526,0,31777,0,0,0,0,0,0,0,0,0,0,0,17640,1020,0,0,0,0,0,0,0,0,803,0,0,0,0,0,0,0,0,139,0
12. Dezembro,7104,"Pedras sintéticas ou reconstituídas, mesmo trabalhadas ou combinadas, mas não enfiadas, nem montadas, nem engastadas; pedras sintéticas ou reconstituídas, não combinadas, enfiadas temporariamente para facilidade de transporte",0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12. Dezembro,7015,"Vidros para relógios e aparelhos semelhantes e vidros semelhantes, vidros para lentes, mesmo correctivas, curvos ou arqueados, ocos ou semelhantes, não trabalhados opticamente; esferas ocas e segmentos de esferas, de vidro, para fabricação desses vidros",0,0,0,0,0,71,0,0,0,0,0,1500,1250,0,0,0,0,0,660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12. Dezembro,7005,"Vidro « flotado » e vidro desbastado ou polido numa ou em ambas as faces, em chapas ou em folhas, mesmo de camada absorvente, reflectora ou não, mas sem qualquer outro trabalho",0,0,0,0,0,91,0,733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12. Dezembro,7004,"Vidro estirado ou soprado, em folhas, mesmo com camada absorvente, reflectora ou não, mas sem qualquer outro trabalho",0,0,0,0,0,37799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12. Dezembro,6814,"Mica trabalhada e suas obras, incluída a mica aglomerada ou reconstituída, mesmo com suporte de papel, de cartão ou de outras matérias",0,0,0,0,0,49894,0,0,0,0,0,47049,0,44181,0,43030,0,43093,0,41962,0,33048,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12. Dezembro,6504,"Chapéus e outros artefatos de uso semelhante, entrançados por tiras, de qualquer matéria",0,0,0,0,0,12825,0,0,0,3405,0,0,0,0,0,0,0,14752,0,0,0,0,0,0,0,2357,0,0,0,0,0,0,0,0,0,40753,0,0,0,0
12. Dezembro,6301,Cobertores e mantas,0,0,0,0,0,12055,0,6442,0,100163,0,973,215,0,586,0,0,17910,0,0,0,103862,0,0,438,0,0,56826,0,447026,0,0,0,65148,2564,0,0,0,2644,0
12. Dezembro,5811,"Artefatos têxteis matelassês em peça, constituídos por uma ou várias camadas de matérias têxteis associadas a uma matéria de enchimento ou estofamento, acolchoados por qualquer processo, exceto os bordados da posição 58.10",0,0,0,0,0,31993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12. Dezembro,5810,"Bordados em peça, em tiras ou em motivos para aplicar",0,0,0,0,0,195304,0,0,0,2279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12. Dezembro,5804,"Tules, filó e tecidos de malhas com nós; rendas em peça, em tiras ou em motivos para aplicar, exceto os produtos das posições 6002 a 6006",0,0,0,0,0,156124,0,0,0,65592,0,45429,0,143757,0,51669,946,80586,4499,48634,0,0,0,0,0,28719,0,121474,0,4290,0,0,0,0,0,6629,0,0,0,0
12. Dezembro,5403,"Fios de filamentos artificiais (exceto linhas para costurar), não acondicionados para venda a retalho, incluídos os monofilamentos artificiais com menos de 67 decitex",0,0,0,0,0,110376,0,0,0,0,0,0,0,0,0,0,0,46690,0,0,0,50132,0,0,0,0,0,0,0,0,0,33273,0,0,0,0,0,42748,0,0
12. Dezembro,4817,"Envelopes, aerogramas, bilhetes-postais não ilustrados, cartões e papéis para correspondência, de papel ou cartão; caixas, sacos e semelhantes, de papel ou cartão, contendo um sortido de artigos para correspondência",0,0,0,0,0,442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,80
12. Dezembro,4807,"Papel e cartão obtidos por colagem de folhas sobrepostas, não revestidos na superfície nem impregnados, mesmo reforçados interiormente, em rolos ou em folhas",0,0,0,0,0,95176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12. Dezembro,4601,"Tranças e artigos semelhantes, de matérias para entrançar, mesmo reunidos em tiras; matérias para entrançar, tranças e artigos semelhantes, de matérias para entrançar, tecidos ou paralelizados, em formas planas, mesmo acabados (por exemplo: esteiras, capa",0,0,0,0,0,25768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2044,0,0,0,1862,0,0,0,0,0,0
12. Dezembro,4203,"Vestuário e seus acessórios, de couro natural ou reconstituído",0,0,0,0,0,1906,0,0,0,1629,23,0,0,0,0,0,0,9219,0,0,0,0,0,11098,0,6168,0,490,0,0,0,3381,0,0,0,0,0,0,0,0
12. Dezembro,4012,"Pneumáticos recauchutados ou usados, de borracha; protectores, bandas de rodagem para pneumáticos e flaps, de borracha",0,0,0,0,0,41041,0,91,0,0,0,1164,0,0,0,0,0,2975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12. Dezembro,3809,"Agentes de apresto ou de acabamento, aceleradores de tingimento ou de fixação de matérias corantes e outros produtos e preparações (por exemplo: aprestos preparados e preparações mordentes) dos tipos utilizados na indústria têxtil, na indústria do papel,",0,0,0,0,0,60852,0,62641,0,0,0,68538,0,8363,0,22800,0,165,0,0,0,0,0,32885,0,17488,0,0,0,35638,0,27996,0,30060,0,0,1565,55193,0,0
12. Dezembro,3605,"Fósforos, exceto os artigos de pirotecnia",0,0,0,0,0,26928,0,0,0,0,0,71973,0,131986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12. Dezembro,3505,"Dextrina e outros amidos e féculas modificados (por exemplo: amidos e féculas pré-gelatinizados ou esterificados); colas à base de amidos ou de féculas, de dextrina ou de outros amidos ou féculas modificados",0,0,0,0,0,35728,0,0,0,746,0,0,0,0,0,2205,0,660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12. Dezembro,3303,Perfumes (extratos) e águas-de-colônia,0,0,0,0,0,31548,0,11552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12. Dezembro,3207,"Pigmentos, opacificantes e cores preparados, composições vitrificáveis, engobos, esmaltes metálicos líquidos e preparações semelhantes, dos tipos utilizados nas indústrias da cerâmica, do esmalte e do vidro; fritas de vidro e outros vidros, em pó, em grân",0,0,0,0,0,63232,0,0,0,214304,0,82976,0,99850,0,68285,0,78667,0,121383,0,61342,0,8100,0,0,0,175575,0,120187,0,12622,0,70978,0,20655,0,0,0,0
12. Dezembro,2937,"Hormonas, prostaglandinas, tromboxanos e leucotrienos, naturais ou reproduzidos por síntese; seus derivados e análogos estruturais, incluindo os polipéptidos de cadeia modificada, utilizados principalmente como hormonas",0,0,0,0,0,3492,0,5534,0,18234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,0,0
12. Dezembro,2934,"Ácidos nucleicos e seus sais, de constituição química definida ou não; outros compostos heterocíclicos",0,0,0,0,0,12200,0,5376,0,201540,0,0,0,10824,0,5815,0,3941,0,0,0,0,0,0,0,0,0,0,0,1171,0,1020,0,0,0,0,0,0,0,0
12. Dezembro,2924,Compostos de função carboxiamida; compostos de função amida do ácido carbónico,0,0,0,0,0,3115,0,0,0,658998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12. Dezembro,2918,"Ácidos carboxílicos contendo funções oxigenadas suplementares e seus anidridos, halogenetos, peróxidos e peroxiácidos; seus derivados halogenados, sulfonados, nitrados ou nitrosados",0,0,0,0,0,141381,0,104154,0,0,0,0,0,42901,0,0,0,28075,0,0,0,28591,0,343,0,172,0,81204,0,129738,0,48300,0,352396,0,0,0,196,0,0
12. Dezembro,2908,"Derivados halogenados, sulfonados, nitrados ou nitrosados dos fenóis ou dos fenóis-álcoois",0,0,0,0,0,106926,0,0,0,0,0,0,0,0,0,75291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41715,0,0,0,0,0,0
12. Dezembro,2849,Carbonetos de constituição química definida ou não,0,0,0,0,0,20700,0,0,0,0,0,0,0,0,0,0,0,121104,0,0,0,0,0,57697,0,32053,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12. Dezembro,2846,"Compostos, inorgânicos ou orgânicos, dos metais das terras raras, de ítrio ou de escândio ou das misturas destes metais",0,0,0,0,0,10171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12. Dezembro,2840,Boratos; peroxoboratos (perboratos),0,0,0,0,0,46555,0,0,0,0,0,0,0,0,0,0,0,7983,0,9631,0,32544,0,32792,0,0,0,0,0,17699,0,0,0,0,0,13388,0,0,0,18746
12. Dezembro,2825,"Hidrazina e hidroxilamina, e seus sais inorgânicos; outras bases inorgânicas; outros óxidos, hidróxidos e peróxidos, de metais",0,0,0,0,0,185377,0,67,0,0,0,98620,0,0,0,0,0,0,0,0,0,0,0,0,0,114256,0,0,0,57211,0,0,0,0,0,97973,0,0,0,0
12. Dezembro,2704,"Coques e semicoques de hulha, de linhita ou de turfa, mesmo aglomerados; carvão de retorta",0,0,0,0,0,21341,0,89760,0,264406,0,0,0,233358,0,45547,0,0,0,64355,0,0,0,0,0,0,0,166277,0,67367,0,68920,0,27272,0,0,0,0,0,0
